Dam Studbook ID,Dam DOH,Dam.Age,Dam.Inbreeding,Sire Studbook ID,Sire DOH,Sire.Age,Sire.Inbreeding,Pair.Inbreeding,Generations,Location,Lay.Date,Lay.Year,Management,Broken,Discarded,Fertile,Pipped,Hatched,Hatch.tot.nm,Hatch.tot,Artificial incubation
D49,10/06/2011,2519,0.0815,S42,13/05/2009,3277,0.0718,0.0927,9,Loc13,03/05/2018,2018,d,U,U,Y,Y,Y,Y,Y,N
D49,10/06/2011,2522,0.0815,S42,13/05/2009,3280,0.0718,0.0927,9,Loc13,06/05/2018,2018,d,U,U,Y,Y,Y,Y,Y,N
D49,10/06/2011,2576,0.0815,S42,13/05/2009,3334,0.0718,0.0927,9,Loc13,29/06/2018,2018,d,U,U,Y,N,N,N,N,N
D49,10/06/2011,2578,0.0815,S42,13/05/2009,3336,0.0718,0.0927,9,Loc13,01/07/2018,2018,d,U,U,Y,N,N,N,N,N
D54,14/07/2012,2389,0.0782,S36,11/08/2005,4918,0.0684,0.0742,9,Loc13,28/01/2019,2019,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,2391,0.0782,S36,11/08/2005,4920,0.0684,0.0742,9,Loc13,30/01/2019,2019,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,2434,0.0782,S36,11/08/2005,4963,0.0684,0.0742,9,Loc13,14/03/2019,2019,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,2436,0.0782,S36,11/08/2005,4965,0.0684,0.0742,9,Loc13,16/03/2019,2019,d,U,U,N,NA,NA,N,N,N
D30,22/09/2002,1305,0.0391,S24,25/04/1999,2551,0.0000,0.0392,6,Loc11,19/04/2006,2006,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,1308,0.0391,S24,25/04/1999,2554,0.0000,0.0392,6,Loc11,22/04/2006,2006,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,1330,0.0391,S24,25/04/1999,2576,0.0000,0.0392,6,Loc11,14/05/2006,2006,c,N,N,Y,Y,N,N,N,Y
D30,22/09/2002,1332,0.0391,S24,25/04/1999,2578,0.0000,0.0392,6,Loc11,16/05/2006,2006,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,1363,0.0391,S24,25/04/1999,2609,0.0000,0.0392,6,Loc11,16/06/2006,2006,c,N,N,Y,Y,N,N,N,Y
D30,22/09/2002,1365,0.0391,S24,25/04/1999,2611,0.0000,0.0392,6,Loc11,18/06/2006,2006,c,N,N,Y,N,N,N,N,Y
D30,22/09/2002,1403,0.0391,S24,25/04/1999,2649,0.0000,0.0392,6,Loc11,26/07/2006,2006,c,N,N,Y,N,N,N,N,Y
D30,22/09/2002,1405,0.0391,S24,25/04/1999,2651,0.0000,0.0392,6,Loc11,28/07/2006,2006,c,N,N,Y,Y,Y,Y,Y,Y
D30,22/09/2002,1528,0.0391,S24,25/04/1999,2774,0.0000,0.0392,6,Loc11,28/11/2006,2006,c,N,N,N,NA,NA,N,N,Y
D30,22/09/2002,1530,0.0391,S24,25/04/1999,2776,0.0000,0.0392,6,Loc11,30/11/2006,2006,c,N,N,Y,Y,N,N,N,Y
D30,22/09/2002,1615,0.0391,S24,25/04/1999,2861,0.0000,0.0392,6,Loc11,23/02/2007,2007,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,1627,0.0391,S24,25/04/1999,2873,0.0000,0.0392,6,Loc11,07/03/2007,2007,c,,,Y,NA,NA,N,N,Y
D30,22/09/2002,1628,0.0391,S24,25/04/1999,2874,0.0000,0.0392,6,Loc11,08/03/2007,2007,c,,,Y,NA,NA,N,N,Y
D30,22/09/2002,1666,0.0391,S24,25/04/1999,2912,0.0000,0.0392,6,Loc11,15/04/2007,2007,c,N,N,Y,Y,Y,Y,Y,Y
D30,22/09/2002,1668,0.0391,S24,25/04/1999,2914,0.0000,0.0392,6,Loc11,17/04/2007,2007,c,N,N,Y,Y,Y,Y,Y,Y
D30,22/09/2002,1723,0.0391,S24,25/04/1999,2969,0.0000,0.0392,6,Loc11,11/06/2007,2007,c,N,N,Y,Y,Y,Y,Y,Y
D30,22/09/2002,1725,0.0391,S24,25/04/1999,2971,0.0000,0.0392,6,Loc11,13/06/2007,2007,c,N,N,Y,Y,N,N,N,Y
D30,22/09/2002,1899,0.0391,S24,25/04/1999,3145,0.0000,0.0392,6,Loc11,04/12/2007,2007,c,N,N,Y,Y,N,N,N,Y
D30,22/09/2002,1905,0.0391,S24,25/04/1999,3151,0.0000,0.0392,6,Loc11,10/12/2007,2007,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,1954,0.0391,S24,25/04/1999,3200,0.0000,0.0392,6,Loc11,28/01/2008,2008,c,N,N,U,NA,NA,N,N,N
D30,22/09/2002,2003,0.0391,S24,25/04/1999,3249,0.0000,0.0392,6,Loc11,17/03/2008,2008,c,N,N,N,NA,NA,N,N,Y
D30,22/09/2002,2010,0.0391,S24,25/04/1999,3256,0.0000,0.0392,6,Loc11,24/03/2008,2008,c,N,N,Y,Y,Y,Y,Y,N
D30,22/09/2002,2073,0.0391,S24,25/04/1999,3319,0.0000,0.0392,6,Loc11,26/05/2008,2008,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2076,0.0391,S24,25/04/1999,3322,0.0000,0.0392,6,Loc11,29/05/2008,2008,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2091,0.0391,S24,25/04/1999,3337,0.0000,0.0392,6,Loc11,13/06/2008,2008,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2109,0.0391,S24,25/04/1999,3355,0.0000,0.0392,6,Loc11,01/07/2008,2008,c,N,N,Y,N,N,N,N,P
D30,22/09/2002,2111,0.0391,S24,25/04/1999,3357,0.0000,0.0392,6,Loc11,03/07/2008,2008,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2237,0.0391,S24,25/04/1999,3483,0.0000,0.0392,6,Loc11,06/11/2008,2008,c,Y,Y,U,NA,NA,N,N,N
D30,22/09/2002,2239,0.0391,S24,25/04/1999,3485,0.0000,0.0392,6,Loc11,08/11/2008,2008,c,N,N,N,NA,NA,N,N,Y
D30,22/09/2002,2318,0.0391,S24,25/04/1999,3564,0.0000,0.0392,6,Loc11,26/01/2009,2009,c,N,N,N,NA,NA,N,N,Y
D30,22/09/2002,2320,0.0391,S24,25/04/1999,3566,0.0000,0.0392,6,Loc11,28/01/2009,2009,c,N,N,N,NA,NA,N,N,Y
D30,22/09/2002,2363,0.0391,S24,25/04/1999,3609,0.0000,0.0392,6,Loc11,12/03/2009,2009,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2366,0.0391,S24,25/04/1999,3612,0.0000,0.0392,6,Loc11,15/03/2009,2009,c,N,N,Y,Y,Y,Y,Y,Y
D30,22/09/2002,2381,0.0391,S24,25/04/1999,3627,0.0000,0.0392,6,Loc11,30/03/2009,2009,c,N,N,Y,Y,Y,Y,Y,Y
D30,22/09/2002,2383,0.0391,S24,25/04/1999,3629,0.0000,0.0392,6,Loc11,01/04/2009,2009,c,N,N,Y,Y,N,N,N,Y
D30,22/09/2002,2442,0.0391,S24,25/04/1999,3688,0.0000,0.0392,6,Loc11,30/05/2009,2009,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2458,0.0391,S24,25/04/1999,3704,0.0000,0.0392,6,Loc11,15/06/2009,2009,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2552,0.0391,S24,25/04/1999,3798,0.0000,0.0392,6,Loc11,17/09/2009,2009,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2474,0.0391,S24,25/04/1999,3720,0.0000,0.0392,6,Loc11,01/07/2009,2009,c,N,N,Y,Y,Y,Y,Y,N
D30,22/09/2002,2476,0.0391,S24,25/04/1999,3722,0.0000,0.0392,6,Loc11,03/07/2009,2009,c,N,N,Y,Y,Y,Y,Y,N
D30,22/09/2002,2529,0.0391,S24,25/04/1999,3775,0.0000,0.0392,6,Loc11,25/08/2009,2009,c,Y,Y,U,NA,NA,N,N,N
D30,22/09/2002,2653,0.0391,S24,25/04/1999,3899,0.0000,0.0392,6,Loc11,27/12/2009,2009,c,N,N,Y,Y,N,N,N,Y
D30,22/09/2002,2655,0.0391,S24,25/04/1999,3901,0.0000,0.0392,6,Loc11,29/12/2009,2009,c,Y,Y,N,NA,NA,N,N,NA
D30,22/09/2002,2695,0.0391,S24,25/04/1999,3941,0.0000,0.0392,6,Loc11,07/02/2010,2010,c,N,N,Y,N,N,N,N,Y
D30,22/09/2002,2697,0.0391,S24,25/04/1999,3943,0.0000,0.0392,6,Loc11,09/02/2010,2010,c,N,N,Y,Y,Y,Y,Y,P
D30,22/09/2002,2751,0.0391,S24,25/04/1999,3997,0.0000,0.0392,6,Loc11,04/04/2010,2010,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2754,0.0391,S24,25/04/1999,4000,0.0000,0.0392,6,Loc11,07/04/2010,2010,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2775,0.0391,S24,25/04/1999,4021,0.0000,0.0392,6,Loc11,28/04/2010,2010,c,N,N,Y,N,N,N,N,Y
D30,22/09/2002,2789,0.0391,S24,25/04/1999,4035,0.0000,0.0392,6,Loc11,12/05/2010,2010,c,N,N,N,NA,NA,N,N,Y
D30,22/09/2002,2791,0.0391,S24,25/04/1999,4037,0.0000,0.0392,6,Loc11,14/05/2010,2010,c,N,N,N,NA,NA,N,N,N
D30,22/09/2002,2836,0.0391,S24,25/04/1999,4082,0.0000,0.0392,6,Loc11,28/06/2010,2010,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2691,0.0391,S24,25/04/1999,3937,0.0000,0.0392,6,Loc11,03/02/2010,2010,c,Y,Y,U,NA,NA,N,N,NA
D30,22/09/2002,2693,0.0391,S24,25/04/1999,3939,0.0000,0.0392,6,Loc11,05/02/2010,2010,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1074,0.0697,S9,10/05/1987,8056,0.0000,0.0608,8,Loc11,30/05/2009,2009,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1076,0.0697,S9,10/05/1987,8058,0.0000,0.0608,8,Loc11,01/06/2009,2009,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1108,0.0697,S9,10/05/1987,8090,0.0000,0.0608,8,Loc11,03/07/2009,2009,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1109,0.0697,S9,10/05/1987,8091,0.0000,0.0608,8,Loc11,04/07/2009,2009,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1341,0.0697,S9,10/05/1987,8323,0.0000,0.0608,8,Loc11,21/02/2010,2010,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1346,0.0697,S9,10/05/1987,8328,0.0000,0.0608,8,Loc11,26/02/2010,2010,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1368,0.0697,S9,10/05/1987,8350,0.0000,0.0608,8,Loc11,20/03/2010,2010,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1402,0.0697,S9,10/05/1987,8384,0.0000,0.0608,8,Loc11,23/04/2010,2010,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1404,0.0697,S9,10/05/1987,8386,0.0000,0.0608,8,Loc11,25/04/2010,2010,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1438,0.0697,S9,10/05/1987,8420,0.0000,0.0608,8,Loc11,29/05/2010,2010,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1440,0.0697,S9,10/05/1987,8422,0.0000,0.0608,8,Loc11,31/05/2010,2010,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1473,0.0697,S9,10/05/1987,8455,0.0000,0.0608,8,Loc11,03/07/2010,2010,c,Y,Y,U,NA,NA,N,N,NA
D38,21/06/2006,1477,0.0697,S9,10/05/1987,8459,0.0000,0.0608,8,Loc11,07/07/2010,2010,c,Y,Y,U,NA,NA,N,N,NA
D38,21/06/2006,1732,0.0697,NA,NA,NA,NA,NA,NA,Loc11,19/03/2011,2011,c,N,N,NA,NA,NA,NA,N,N
D38,21/06/2006,1735,0.0697,NA,NA,NA,NA,NA,NA,Loc11,22/03/2011,2011,c,N,N,NA,NA,NA,NA,N,N
D38,21/06/2006,1775,0.0697,S41,26/04/2009,735,0.0854,0.1057,8,Loc11,01/05/2011,2011,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1777,0.0697,S41,26/04/2009,737,0.0854,0.1057,8,Loc11,03/05/2011,2011,c,N,N,Y,N,N,N,N,Y
D38,21/06/2006,1814,0.0697,S41,26/04/2009,774,0.0854,0.1057,8,Loc11,09/06/2011,2011,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1814,0.0697,S41,26/04/2009,774,0.0854,0.1057,8,Loc11,09/06/2011,2011,c,N,N,N,NA,NA,N,N,Y
D38,21/06/2006,1849,0.0697,S41,26/04/2009,809,0.0854,0.1057,8,Loc11,14/07/2011,2011,c,,N,Y,N,N,N,N,Y
D38,21/06/2006,1849,0.0697,S41,26/04/2009,809,0.0854,0.1057,8,Loc11,14/07/2011,2011,c,N,N,Y,Y,N,N,N,Y
D38,21/06/2006,2114,0.0697,NA,NA,NA,NA,NA,NA,Loc11,04/04/2012,2012,c,Y,Y,NA,NA,NA,NA,N,NA
D47,18/08/2010,938,0.0697,NA,NA,NA,NA,NA,NA,Loc11,13/03/2013,2013,d,Y,Y,NA,NA,NA,NA,N,NA
D47,18/08/2010,970,0.0697,S41,26/04/2009,1449,0.0854,0.1057,8,Loc11,14/04/2013,2013,d,N,N,Y,N,N,N,N,Y
